,unit,cluster_label,story_id
23998,The prince returns to the palace with his soldiers .,4167,1478
23999,The younger princess asks the king if their servant helped him in battle .,5582,1478
24000,A search of the servant 's room reveals hidden treasure and the prince is revealed .,1879,1478
24001,"The king asks the prince if he was the one who helped him , and the prince admits it .",1237,1478
24002,"The king is overjoyed and asks the prince to marry his daughter , the younger princess .",30,1478
24003,A king hunts near a thicket where his hounds have become stuck .,3544,1479
24004,The king 's servant climbs a hollow tree to investigate .,1690,1479
24005,The king 's servant finds a small wild man inside the tree .,1690,1479
24006,The king captures the wild man and names him PERSON .,1687,1479
24007,The king takes PERSON with him on his coach and confines him in a crypt .,880,1479
24008,"The king 's son , PERSON , plays ball near the crypt and loses the ball .",880,1479
24009,"The wild man promises PERSON help if he ever needs it , in exchange for freeing him .",1687,1479
24010,PERSON PERSON the wild man by retrieving the key from his father 's chamber .,1687,1479
24011,The king discovers the wild man is missing and suspects his son .,1778,1479
24012,The king disowns his son PERSON for freeing the wild man .,1687,1479
24013,PERSON becomes a sheepherder and falls in love with a girl .,3838,1479
24014,A terrible beast called a lindorm demands a human sacrifice every year .,3119,1479
24015,"The girl is chosen to be the lindorm 's sacrifice , but PERSON steps forward to save her .",1227,1479
24016,PERSON calls upon the wild man PERSON for help in killing the lindorm .,1687,1479
24017,"The wild man gives PERSON a white horse , a sword , and instructions to kill the lindorm .",1687,1479
24018,PERSON PERSON the lindorm with the wild man 's help and saves the kingdom .,1687,1479
24019,PERSON confesses his true identity and assumes the throne after his father 's death .,258,1479
24020,PERSON PERSON a church to give thanks to God and founds the city of Muhlhause .,1620,1479
24021,A girl prepares a feast for her future husband .,269,1480
24022,She removes her clothing piece by piece in front of the fire .,1365,1480
24023,She washes her last garment in a pail of spring water and dries it .,9,1480
24024,She goes to bed and awaits her future husband 's arrival .,3805,1480
24025,She listens for her future husband 's apparition and may peek through a crack or keyhole .,218,1480
24026,She eats a supper and may see her future husband eat .,657,1480
24027,She dreams on a piece of meat with holes bored in it .,2964,1480
24028,She places her shoes in the shape of a letter T at the foot of the bed .,3654,1480
24029,She says an incantation over her shoes .,3654,1480
24030,A boy and a girl put a grain of wheat on each side of a shovel against the fire .,3605,1480
24031,The wheat grains move towards each other and jump off the shovel .,3605,1480
24032,A man gets a girl 's garters and weaves them into a knot with love words .,5211,1480
24033,He places the garter knot under his shirt and awaits a vision .,2859,1480
24034,"A maiden obtains a pullet 's egg , cuts it , fills it with flour and salt , and makes a cake .",297,1480
24035,She eats half of the cake and puts the other half under her pillow .,2040,1480
24036,She prays and goes to sleep .,3805,1480
24037,She sows leeks in the garden at midnight with two garden rakes .,1396,1480
24038,A person enters a churchyard at midnight carrying a knife .,2385,1480
24039,"They encircle the church seven times , saying a phrase .",4692,1480
24040,The knife is asked about its sheath .,4482,1480
24041,"A person hums a song while raking , asking for a life partner .",6284,1480
24042,A woman treats her stepdaughter cruelly .,193,1481
24043,A stepdaughter remembers her father 's will .,1473,1481
24044,A stepdaughter appeals to her father 's old housekeeper .,1473,1481
24045,A woman takes pity on a poor girl .,267,1481
24046,An old woman orders servants to take her to a ball .,763,1481
24047,An older stepdaughter is not allowed to go to a ball .,6212,1481
24048,Two stepsisters take a girl for a mouse and beat her .,2941,1481
24049,An older stepdaughter goes to the ball dressed in a beautiful dress .,763,1481
24050,A younger stepdaughter takes a gold button from the kitchen and finds it to be her own .,1473,1481
24051,A younger stepdaughter is taken to the ball without her stepmother 's knowledge .,6212,1481
24052,The king 's son dances with an older stepdaughter but leaves at midnight .,3679,1481
24053,A second stepdaughter also hides and is not found when the king 's son searches .,4964,1481
24054,A golden ring is left behind at the ball .,4771,1481
24055,The king summons gentlemen and maidens to try and identify the ring 's owner .,81,1481
24056,Young girls are summoned to the palace to try and identify the ring 's owner .,81,1481
24057,A stepdaughter is forced to go to the palace to make a cake .,2431,1481
24058,"The stepdaughter 's stepmother and sisters hide a valuable item in a cake ,",2431,1481
24059,A captain vows to sail against a head wind regardless of a head wind 's force .,5560,1482
24060,A crew members threaten mutiny if the captain does not change course .,420,1482
24061,The captain responds to the threats by ordering a crew member to walk the plank .,420,1482
24062,The captain flogs other crew members who refuse to follow him .,420,1482
24063,"Cries from suffering victims rise to heaven , prompting a merciful appeal .",4600,1482
24064,"Holy spirits make a merciful appeal to the captain , but he ignores it .",2175,1482
24065,"The captain throws dishwater at the spirits , and then fires a pistol at them .",2522,1482
24066,A voice from above condemns the captain to sail the sea forever .,651,1482
24067,The appearance of the Flying Dutchman is feared as a harbinger of disaster .,212,1482
24068,The Flying Dutchman brings sudden squalls and howling tempests .,212,1482
24069,"The Phantom Ship leads sailors to shoals , quicksands , and reefs .",5874,1482
24070,The Phantom Ship is a place of punishment for wicked sailors .,5874,1482
24071,"Sailors see the Phantom Ship with varying conditions : peaceful , turbulent , or calm .",5874,1482
24072,A sailor sets out to follow the Phantom Ship on his own to redeem his father .,2634,1482
24073,"The sailor sees the Phantom Ship with varying levels of detail , including sailors , crew sounds , and even a garden .",5874,1482
24074,"The Phantom Ship is said to be a real place , with sailors telling stories of its enormity and horrors .",5874,1482
24075,"A sailor visits the Phantom Ship and witnesses its hellish conditions , then escapes with the help of a saint .",2634,1482
24076,"Sailors have seen the Phantom Ship in various locations , such as the Strait of Messina and the North Sea .",5874,1482
24077,"A real event , a derelict bark , might have inspired the legend of the Phantom Ship .",5874,1482
24078,"The legend of the Phantom Ship spread due to a combination of circumstances , including optical illusions and electrical phenomena .",5874,1482
24079,"The Dutch were exceptional sailors , and this may have contributed to the legend of the Flying Dutchman .",212,1482
24080,A magician disguises himself as a beggar and approaches a ploughman 's cottage .,4313,1483
24081,The ploughman and his wife welcome the magician and offer him food and shelter .,2840,1483
24082,The ploughman and his wife are unhappy because they have no children .,1600,1483
24083,The magician learns of their wish for a child and decides to visit the fairy queen .,4063,1483
24084,The magician requests the fairy queen to grant the ploughman 's wife a child .,4063,1483
24085,"The fairy queen grants the request , and the ploughman 's wife gives birth to a child ( PERSON PERSON ) who is no bigger than a thumb .",2345,1483
24086,PERSON PERSON grows up and starts to get into trouble by stealing cherry stones and pilfering .,310,1483
24087,PERSON PERSON falls into a batter pudding while trying to watch how it was made .,2041,1483
24088,"PERSON PERSON is boiled alive in the pudding , but survives and escapes .",2041,1483
24089,"PERSON PERSON is swallowed by a cow while tied to a thistle , but is freed by his mother .",1099,1483
24090,"PERSON PERSON is swallowed by a raven and then falls into the sea , but is eventually caught and becomes a favorite at King PERSON 's court .",5727,1483
24091,"PERSON PERSON is tasked by PERSON PERSON to bring money back to his parents , but struggles with the weight of the silver threepenny - piece .",1086,1483
24092,"PERSON PERSON uses a cambric parasol to travel back to King PERSON 's court , but soon falls ill .",5727,1483
24093,"The fairy queen rescues PERSON PERSON from illness and sends him back to King PERSON 's court , where he accidentally gets caught in the king 's furmenty .",3087,1483
24094,"PERSON PERSON is accused of treason , condemned to beheading , and escaped by jumping into a miller 's mouth .",136,1483
24095,"PERSON PERSON tricks the miller and escapes out of the window and into the river , where he is eaten by a large salmon .",4434,1483
24096,"PERSON PERSON is caught by a fisherman , purchased by PERSON PERSON , and put in a mousetrap .",1733,1483
24097,"PERSON PERSON is pardoned and knighted , and receives a new suit of clothes .",637,1483
24098,"PERSON PERSON kills a cat that has caught him and his mouse , and is carried off to Fairy - Land by the fairy queen .",2941,1483
24099,"The fairy queen dresses PERSON PERSON in a new suit and sends him to the court of King Thunstone , where he becomes a favorite of the king but is eventually accused of being saucy to the fairy queen .",3087,1483
24100,"PERSON PERSON escapes from the court by riding on a butterfly , but is eventually caught and put in a mousetrap .",1942,1483
24101,"The cat catches the mousetrap and sets PERSON PERSON free , but a spider eventually kills him .",2941,1483
24102,A boy lives alone with his sister in a small lodge on a lake shore .,3187,1484
24103,The boy asks his sister to make him a ball to play with .,3319,1484
24104,His sister cautions him not to go too far .,1504,1484
24105,The boy ignores his sister 's warning and throws his ball onto the ice .,3319,1484
24106,He follows the ball and sees four large men spearing fish on the ice .,512,1484
24107,"The boy approaches the four men , causing them to look up from their work .",129,1484
24108,The boy teases the four men by stealing one of their caught fish .,1271,1484
24109,"The four men try to retrieve the fish , but the boy outsmarts them .",1271,1484
24110,"The four men threaten to seek revenge , causing alarm among the boy 's sister .",5799,1484
24111,"The four men come to the boy 's lodge , seeking revenge .",5799,1484
24112,"The boy 's sister believes the four men have become stronger , and the boy reassures her .",1933,1484
24113,"The four men try to enter the boy 's lodge , but he blocks their way with a stone .",6227,1484
24114,"The boy kills the four brothers with his bow and arrow , one by one .",6157,1484
24115,"The boy sends the four brothers off in different directions , dispersing them .",3018,1484
24116,The boy and his sister prepare for spring by making new arrows and a bow .,4157,1484
24117,"Despite warnings , the boy shoots an arrow into the lake , summoning a massive fish .",2710,1484
24118,"The massive fish swallows the boy , who then directs his sister to tie an old moccasin to a string .",1144,1484
24119,"The fish eats the moccasin , and the boy uses this opportunity to escape and emerge outside the fish .",1144,1484
24120,"The sister discovers the boy , and he orders her to cook the fish for their spring supply .",4157,1484
24121,PERSON na h Ã²rdaig goes for a walk,1216,1485
24122,PERSON na h Ã²rdaig encounters a hailstorm,1744,1485
24123,A dock leaf provides shelter for PERSON na h Ã²rdaig,1544,1485
24124,A drove of cattle approaches on the road,3724,1485
24125,A great brindled bull emerges from the cattle,5679,1485
24126,The brindled bull eats PERSON na h Ã²rdaig,5679,1485
24127,PERSON na h Ã²rdaig 's parents start looking for him,5230,1485
24128,PERSON na h Ã²rdaig 's parents encounter the brindled bull,5679,1485
24129,PERSON na h Ã²rdaig 's parents are alerted to PERSON 's location,5230,1485
24130,The brindled bull is killed,5679,1485
24131,PERSON na h Ã²rdaig is found in the bull 's entrails,5679,1485
24132,PERSON na h Ã²rdaig 's parents throw away the guts,2462,1485
24133,An old woman takes the guts in her hands,2462,1485
24134,The old woman drops the guts in a bog,2462,1485
24135,A fox picks up the guts,1314,1485
24136,PERSON na h Ã²rdaig calls out a warning to be alert,1558,1485
24137,The dogs are alerted and chase the fox,665,1485
24138,The dogs catch the fox,665,1485
24139,The dogs eat the fox and his guts,3705,1485
24140,PERSON na h Ã²rdaig is left unharmed,2960,1485
24141,"A mouse , a rat , and a little red hen live together in a cabin .",5291,1486
24142,The little red hen proposes baking a cake .,531,1486
24143,The hen asks the mouse to get the wheat ground .,1319,1486
24144,The mouse refuses to help with the wheat grinding .,223,1486
24145,The hen decides to get the wheat ground herself .,531,1486
24146,The hen asks the mouse to make the cake .,1319,1486
24147,The mouse refuses to help with the cake .,223,1486
24148,The hen decides to make the cake herself .,2651,1486
24149,The hen asks the mouse to eat the cake .,1319,1486
24150,The mouse accepts the cake .,1507,1486
24151,The cake runs away with the hen chasing after it .,2651,1486
24152,The cake is chased by a barn full of thrashers who ask where it 's going .,2879,1486
24153,The cake tells the thrashers about its escape .,2879,1486
24154,The thrashers chase the cake along with the other groups .,2879,1486
24155,The cake is chased by a ditch full of ditchers who ask where it 's going .,2040,1486
24156,The cake tells the ditchers about its escape .,2040,1486
24157,The cake meets a fox at a ford who asks where it 's going .,517,1486
24158,The cake lists all the groups it has escaped from .,2879,1486
24159,Mother tells Espen to fetch home his goat .,405,1487
24160,Espen goes out to fetch his goat .,4024,1487
24161,Espen sees his goat high up on a crag .,353,1487
24162,Espen asks his goat to come home .,4024,1487
24163,Espen 's goat refuses to come home .,4024,1487
24164,Espen tells his mother about the problem .,405,1487
24165,Mother tells Espen to ask the fox to bite the goat .,405,1487
24166,Espen goes to the fox and asks for help .,405,1487
24167,The fox refuses to help .,936,1487
24168,Mother tells Espen to go to the wolf .,405,1487
24169,Espen asks the wolf for help .,405,1487
24170,The wolf refuses to help .,936,1487
24171,Mother tells Espen to go to the bear .,405,1487
24172,Espen asks the bear for help .,405,1487
24173,The bear refuses to help .,2523,1487
24174,Mother tells Espen to go to the PERSON .,405,1487
24175,Espen asks the PERSON for help .,405,1487
24176,The PERSON refuses to help .,1069,1487
24177,Mother tells Espen to go to the fir tree .,3513,1487
24178,Espen asks the fir tree for help .,3513,1487
24179,The fir tree refuses to help .,4856,1487
24180,Mother tells Espen to go to the fire .,405,1487
24181,Espen asks the fire for help .,405,1487
24182,The fire refuses to help .,649,1487
24183,Mother tells Espen to go to the water .,4409,1487
24184,Espen asks the water for help .,4409,1487
24185,The water refuses to help .,4259,1487
24186,Mother tells Espen to go to the ox .,405,1487
24187,Espen asks the ox for help .,405,1487
24188,The ox refuses to help .,936,1487
24189,Mother tells Espen to go to the yoke .,405,1487
24190,Espen asks the yoke for help .,405,1487
24191,The yoke refuses to help .,5570,1487
24192,Mother tells Espen to go to the axe .,405,1487
24193,Espen asks the axe for help .,405,1487
24194,The axe refuses to help .,5570,1487
24195,Mother tells Espen to go to the smith .,405,1487
24196,Espen asks the smith for help .,405,1487
24197,The smith refuses to help .,2523,1487
24198,Mother tells Espen to go to the rope .,405,1487
24199,Espen asks the rope for help .,405,1487
24200,The rope refuses to help .,5570,1487
24201,Mother tells Espen to go to the mouse .,405,1487
24202,Espen asks the mouse for help .,405,1487
24203,The mouse refuses to help .,223,1487
24204,Mother tells Espen to go to the cat .,405,1487
24205,Espen asks the cat for help .,405,1487
24206,The cat agrees to help .,0,1487
24207,The cat catches the mouse .,5070,1487
24208,The mouse gnaws the rope .,3824,1487
24209,The rope hangs the smith .,1618,1487
24210,The smith hammers the axe .,4519,1487
24211,The axe splits the yoke .,4519,1487
24212,The yoke throttles the ox .,3772,1487
24213,The ox drinks the water .,2896,1487
24214,The water quenches the fire .,1114,1487
24215,The fire burns the fir .,1798,1487
24216,The fir crushes the PERSON .,4856,1487
24217,The PERSON shoots the bear .,3082,1487
24218,The bear slays the PERSON .,3082,1487
24219,The wolf tears the fox .,374,1487
24220,The fox bites the goat .,374,1487
24221,The goat is hurt .,4024,1487
24222,"A kid goes home , looks at the house , and comes back .",1435,1488
24223,The wife tells the dog to bite the kid .,3239,1488
24224,The dog refuses to bite the kid because the kid never did it harm .,5946,1488
24225,The wife asks the stick to hit the dog .,2474,1488
24226,The stick refuses to hit the dog because the dog never did it harm .,5946,1488
24227,The wife asks the fire to burn the stick .,2474,1488
24228,The fire refuses to burn the stick because the stick never did it harm .,5946,1488
24229,The wife asks the water to extinguish the fire .,1114,1488
24230,The water refuses to extinguish the fire because the fire never did it harm .,649,1488
24231,The wife asks an ox to drink water .,2896,1488
24232,The ox refuses to drink water because the water never did it harm .,5946,1488
24233,The wife asks an aix to kill the ox .,3772,1488
24234,The aix refuses to kill the ox because the ox never did it harm .,5946,1488
24235,The wife asks a smith to kill the aix .,3331,1488
24236,The smith refuses to kill the aix because the aix never did it harm .,5946,1488
24237,The wife asks a rope to hang the smith .,1618,1488
24238,The rope refuses to hang the smith because the smith never did it harm .,5946,1488
24239,A mooseie gnaws through the rope .,2056,1488
24240,The wife offers the cat some milk in exchange for killing the mooseie .,25,1488
24241,"The cat takes the mooseie , and a chain reaction of events begins as each entity passes on an action to the next entity in the series .",801,1488
24242,The kid eventually goes back home and looks at the house again .,1435,1488
24243,A sexton sweeps the church and finds a piece of money .,745,1489
24244,He deliberates on what to buy with it .,4470,1489
24245,"He buys roasted peas and eats most of them , keeping the last one .",2445,1489
24246,He asks a bakery to keep the last pea for him .,2445,1489
24247,"The bakery mistress agrees , but the cock eats the pea .",4331,1489
24248,The sexton demands either the cock or the roast pea be returned .,4331,1489
24249,"The bakery mistress returns the cock , and the sexton demands the cock 's replacement , a pig .",1479,1489
24250,"The saxton leaves the pig with a pastry cook , who intends to kill it .",1945,1489
24251,The pastry cook kills the pig for a wedding gift .,1945,1489
24252,The sexton demands either the pig or the pastry cook 's daughter in exchange .,1479,1489
24253,The pastry cook is forced to give up her daughter .,1750,1489
24254,The sexton puts the daughter in a bag and leaves it with a shopkeeper .,541,1489
24255,The shopkeeper removes the daughter and replaces her with a dog .,5638,1489
24256,"The sexton opens the bag and finds the dog , which bites him .",1797,1489
24257,The sexton asks the dog to give him a hair to heal the bite .,5493,1489
24258,The dog responds by asking the sexton for bread .,2355,1489
24259,"The sexton goes to a bakery to get bread , starting a chain of negotiations for goods .",2355,1489
24260,The negotiations for goods and services continue through various craftsmen and shops .,5146,1489
24261,The process ultimately leads to the wagon maker giving the sexton a cart in exchange for a mattock .,3903,1489
24262,"The sexton completes the cycle of negotiations , receiving the desired goods and healing his bite .",5493,1489
24263,A tailor inherits a large wardrobe from a peasant .,120,1490
24264,The tailor and his apprentice travel to a town to sell clothes .,120,1490
24265,"They arrive in the town , but it 's deserted and in ruin .",1529,1490
24266,The tailor and his apprentice decide to stay in the town to gather their wits .,4128,1490
24267,The tailor and his apprentice set up their clothes rack and display their goods .,120,1490
24268,"Customers begin to arrive , but they 're all thieves who steal the clothes .",375,1490
24269,The tailor and his apprentice are left with nothing but their empty pockets .,755,1490
24270,A traveler arrives and asks the tailor and his apprentice for a room for the night .,120,1490
24271,"The tailor and his apprentice agree to let the traveler stay , but he 's actually a spy .",568,1490
24272,The tailor and his apprentice are arrested and jailed as thieves .,5375,1490
24273,A wise old man visits the jailed tailor and his apprentice and recognizes their innocence .,1831,1490
24274,The wise old man convinces the town authorities to release the tailor and his apprentice .,1831,1490
24275,The tailor and his apprentice are freed and decide to leave the town .,639,1490
24276,"As they leave , they notice their new clothes are covered in dust and dirt .",1802,1490
24277,The tailor and his apprentice laugh at their misfortune and set off to find work elsewhere .,639,1490
24278,PERSON PERSON meets a devil on his way to Llanfair - Fechan .,1363,1491
24279,PERSON PERSON begins to converse with the devil .,2852,1491
24280,PERSON PERSON and the devil start quarreling .,2852,1491
24281,Sion Dafydd fights the devil with a flail .,5792,1491
24282,PERSON PERSON kills two devils .,2852,1491
24283,PERSON PERSON goes his way rejoicing .,663,1491
24284,PERSON PERSON meets the devil again with a gun .,2852,1491
24285,The devil asks PERSON PERSON about the long thing on his shoulder .,684,1491
24286,PERSON PERSON deceives the devil about the gun being a pipe .,1913,1491
24287,The devil asks to take a whiff from PERSON PERSON PERSON pipe .,1913,1491
24288,The devil is killed by PERSON PERSON PERSON gun .,2852,1491
24289,The devil disappears in a flame .,858,1491
24290,PERSON PERSON meets the devil in the guise of a gentleman .,1363,1491
24291,PERSON PERSON makes a bargain with the devil .,2852,1491
24292,PERSON PERSON is snatched away by the devil while gardening .,355,1491
24293,PERSON PERSON asks the devil for a favor .,1403,1491
24294,PERSON PERSON negotiates for an apple .,4870,1491
24295,PERSON PERSON hangs onto an apple tree and is left behind .,548,1491
24296,The devil fails to take PERSON PERSON to the underworld .,684,1491
24297,PERSON PERSON is punished and becomes a fairy .,1200,1491
24298,A young man makes a contract with the devil .,1403,1492
24299,The devil agrees to give the man money for nothing .,1913,1492
24300,The man is to do work that will keep the devil busy for a day in return .,1403,1492
24301,The man forgets the contract when a strange gentleman arrives for him on his wedding day .,3267,1492
24302,A boy informs the man about the stranger .,1812,1492
24303,The devil demands to speak with the man .,2852,1492
24304,The man hides inside and refuses to come out .,6082,1492
24305,The devil comes inside personally to collect his payment or the man .,1913,1492
24306,The man gives the devil a field of clover to mow .,355,1492
24307,The devil finishes mowing the clover quickly .,355,1492
24308,The devil demands another task from the man .,1403,1492
24309,The man gives the devil a bushel of scattered clover seeds to gather up .,355,1492
24310,The devil completes gathering the seeds in a short time .,355,1492
24311,The man becomes very afraid of the devil 's repeated demands .,1071,1492
24312,The man 's bride discovers what 's happening and decides to help him .,984,1492
24313,The bride provides her husband with a hair to give to the devil .,335,1492
24314,The man gives the hair to the devil and demands he straighten it .,335,1492
24315,The devil struggles to straighten the curly hair .,858,1492
24316,A child dies due to lack of Roman Catholic vigil and death - mass .,3036,1493
24317,A devil intervenes in the citizen 's life .,2852,1493
24318,The devil cries like a young child in the citizen 's bedroom every night .,1014,1493
24319,The citizen is distraught and unsure of what to do .,5654,1493
24320,The priests blame the citizen for not holding a vigil .,3602,1493
24321,A citizen writes to Dr. PERSON for advice .,1017,1493
24322,Dr. PERSON tells the citizen not to believe the priests .,317,1493
24323,Dr. PERSON advises the household to ridicule the devil .,1014,1493
24324,The household ridicules the devil when he appears as a crying child .,1014,1493
24325,The devil storms and rants after being ridiculed .,684,1493
24326,The devil appears in the form of a howling PERSON .,684,1493
24327,The household continues to ridicule the devil when he appears as a wolf .,1014,1493
24328,"A maid and child interact with the devil , who claps his hands .",1014,1493
24329,The household ridicules the devil when he claps his hands .,1014,1493
24330,PERSON PERSON arrives and stays with the household .,557,1493
24331,"The devil is expected to appear , causing chaos in the household .",684,1493
24332,"The devil appears to PERSON PERSON , pulling off his bed - cover .",1363,1493
24333,"PERSON PERSON is terrified and prays , but the devil continues to storm .",684,1493
24334,Many bridges have been built on this site before .,434,1494
24335,The floods destroy each of these bridges .,3225,1494
24336,A powerful entity offers to build a bridge that can withstand the floods .,434,1494
24337,There is a condition that must be met : one living creature must fall a sacrifice .,1726,1494
24338,The inhabitants are hesitant to accept the condition .,500,1494
24339,The bridge is finally built .,434,1494
24340,The inhabitants discuss and consider who will fall as a sacrifice .,2534,1494
24341,A wise shepherd decides to make a sacrifice .,1511,1494
24342,The shepherd swims the river first .,4013,1494
24343,The shepherd whistles for his dog to follow .,82,1494
24344,The dog unknowingly crosses the bridge .,4499,1494
24345,The dog falls as a sacrifice to the powerful entity .,3549,1494
24346,A king visits his wives ' apartments .,1911,1495
24347,A king takes a monkey as a pet from a neighboring stable .,3677,1495
24348,The king feeds the monkey various dishes .,3677,1495
24349,The monkey grows large and receives respect from the king 's entourage .,3677,1495
24350,The king trusts the monkey so much that he gives the monkey a sword .,3677,1495
24351,The king enters a grove with his favorite wife .,4962,1495
24352,The king orders his servants to wait at the entrance .,5571,1495
24353,The king strolls through the grove and falls asleep .,4513,1495
24354,A bee flies up and lands on the king 's head .,3012,1495
24355,The monkey tries to drive away the bee .,5641,1495
24356,"The bee returns multiple times , despite the monkey 's attempts to chase it away .",5641,1495
24357,"The monkey draws his sword and strikes the bee , killing the king instead .",2014,1495
24358,The queen wakes up and sees the king 's dead body .,2257,1495
24359,The queen scolds the monkey for its crime .,1892,1495
24360,"The monkey tries to explain its actions , but is shunned and scorned by everyone .",1892,1495
24361,Felipe asks friends to go fishing .,1781,1496
24362,Group stays at Cagayan River for a long time .,5993,1496
24363,PERSON says they are hungry and suggests going home .,3412,1496
24364,PERSON suggests counting themselves to check that everyone is there .,1793,1496
24365,"PERSON counts but forgets himself , thinks one is lost , and panics .",1705,1496
24366,Group dives into river to look for missing person .,1045,1496
24367,"Group finds they have not found the missing person , so dives again .",1045,1496
24368,Old man passes by and is told they 're looking for someone who drowned .,1916,1496
24369,Old man offers to count them and finds they are all present .,4645,1496
24370,Old man invites them to come with him .,3260,1496
24371,Old man assigns tasks to some of his new recruits .,1296,1496
24372,Old man asks PERSON and Felipe to hunt with him .,2380,1496
24373,Group goes hunting with the old man in the mountains .,3046,1496
24374,Old man asks PERSON and Felipe to cook rice at 10 o'clock .,3537,1496
24375,Felipe mistakenly hangs the rice and his hat on deer antlers .,5761,1496
24376,Old man gets angry and says they must return home .,164,1496
24377,"Eulalio is sent to get water , but drowns in the well .",4409,1496
24378,"Jacinto is sent to gather sticks , but destroys the garden instead .",2670,1496
24379,PERSON cooks a chicken but it burns .,5281,1496
24380,Mateo and Francisco try to kill flies on the old woman 's face with big sticks .,4130,1496
24381,The two fools kill the old woman .,2958,1496
24382,A servant has ten asses .,2898,1497
24383,The servant hires the asses to various people .,2898,1497
24384,The people return with the asses .,2063,1497
24385,The servant mounts one ass and rides some distance .,2898,1497
24386,The servant dismounts and counts the asses .,2898,1497
24387,The servant finds an incorrect number of asses .,2898,1497
24388,The servant alights from an ass .,2898,1497
24389,The servant counts the remaining asses .,2898,1497
24390,The servant finds the correct number of asses .,2898,1497
24391,The servant mounts an additional ass .,2898,1497
24392,The servant counts the total number of other remaining asses .,2898,1497
24393,The servant finds an incorrect number of asses again .,2898,1497
24394,The servant is angry .,780,1497
24395,Protagonist is sailing over mountains at night .,208,1498
24396,Two men on horseback meet protagonist .,2848,1498
24397,Men are riding one mare .,214,1498
24398,Protagonist asks men for information about a hanged woman .,5513,1498
24399,"Men can not confirm whether woman is dead , but know Sir PERSON PERSON can provide information .",3292,1498
24400,Protagonist inquires about how to find Sir PERSON PERSON PERSON house .,1791,1498
24401,Men provide directions to Sir PERSON PERSON PERSON house .,1791,1498
24402,Protagonist meets Sir PERSON PERSON behind door .,1791,1498
24403,Sir PERSON PERSON emerges from bottle .,2943,1498
24404,Protagonist greets Sir PERSON PERSON .,1791,1498
24405,Sir PERSON PERSON invites protagonist to breakfast .,1791,1498
24406,Protagonist accepts breakfast invitation .,967,1498
24407,Sir PERSON PERSON serves beer and veal .,1054,1498
24408,Small dog eats crumbs under table .,1972,1498
24409,"Protagonist wants to hang dog , but Sir PERSON PERSON stops him .",1051,1498
24410,Sir PERSON PERSON shows protagonist a hare in a basket .,122,1498
24411,Sir PERSON PERSON takes protagonist into his garden .,1791,1498
24412,Garden contains fox hatching eagle 's eggs .,2463,1498
24413,Garden contains iron apple tree with lead pears .,3648,1498
24414,Garden contains dead hare that the dog killed .,122,1498
24415,Garden contains hipper switches threshing tobacco .,1225,1498
24416,Hipper switches break through wall and dog .,5749,1498
24417,Protagonist jumps over wall .,4016,1498
24418,Protagonist turns plug inside out .,1140,1498
24419,Sir PERSON PERSON takes protagonist to park .,1791,1498
24420,Protagonist remembers that he has a warrant to shoot venison .,2998,1498
24421,"Protagonist shoots at deer , missing but breaking ribs .",1822,1498
24422,Protagonist finds arrow in hollow of a tree .,1927,1498
24423,Protagonist smells arrow and finds it is honey .,1927,1498
24424,"Protagonist discovers bee 's nest , and a covey of partridges escapes .",1020,1498
24425,"Protagonist shoots at partridges , claiming to have killed thirty - six .",1020,1498
24426,Protagonist kills a dead salmon flying over the bridge .,1604,1498
24427,Protagonist makes an apple pie from salmon .,1604,1498
24428,A millet trader comes to a house where a woman is weeping .,2134,1499
24429,The millet trader says he has traveled from the other world and back .,3798,1499
24430,The millet trader asks the woman why she is crying .,2134,1499
24431,The woman says her daughter died and is now in the other world .,3875,1499
24432,The millet trader says he met the woman 's daughter in the other world and will marry her .,1654,1499
24433,The woman quickly prepares a meal for the millet trader .,2495,1499
24434,The millet trader says he must leave immediately for the wedding feast .,5005,1499
24435,The woman gives the millet trader her daughter 's jewelry .,2498,1499
24436,The millet trader takes the jewelry and goes away .,541,1499
24437,"The woman 's husband finds her laughing , and asks why .",5947,1499
24438,The woman tells her husband about the millet trader and their fake marriage arrangement .,1654,1499
24439,The husband asks her if anyone can come from the other world to this world .,1116,1499
24440,"The woman says they fed and gave jewelry to the millet trader , who said he was coming for the wedding .",1654,1499
24441,"The husband goes to find the millet trader , riding a horse .",3867,1499
24442,The millet trader sees the husband approaching on horseback and hides in a nearby tree .,4604,1499
24443,The husband tries to catch the millet trader in the tree .,4604,1499
24444,The millet trader escapes by cutting the horse 's tether and riding away .,4378,1499
24445,"The husband calls out after the millet trader , with a message for the woman 's ' Latti ' .",1654,1499
24446,A farm servant ( row - man ) sits and molds buttons,1059,1500
24447,The devil greets and questions the row - man,1403,1500
24448,The row - man offers to mold new eyes for the devil,1403,1500
24449,The devil asks the row - man when he can come back,1403,1500
24450,The devil returns for his eyes,1363,1500
24451,The row - man asks the devil for his eye preference,1403,1500
24452,The row - man melts a large quantity of lead,3126,1500
24453,The row - man asks the devil to lie down and secure him,1403,1500
24454,The row - man ties the devil down securely,1403,1500
24455,The row - man asks the devil for his name,1403,1500
24456,The row - man pours molten lead into the devil 's eyes,3126,1500
24457,"The devil jumps up , still bound , and starts running",1363,1500
24458,The devil runs past people plowing a field,355,1500
24459,The people ask the devil who did that to him,684,1500
24460,The devil replies that ' self did it ',684,1500
24461,The people laugh and mock the devil 's answer,684,1500
24462,The devil dies from his new eyes,1363,1500
